gene_id	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
ENSG00000235235	0	0	0	0	0	0	0	0	0
ENSG00000235236	0	0	0	12	0	0	0	0	0
ENSG00000235237	0	0	0	0	0	0	0	0	0
ENSG00000235238	0	0	0	0	0	0	0	0	0
ENSG00000235239	0	0	0	0	0	0	0	0	0
ENSG00000235240	0	0	0	0	0	0	0	0	0
ENSG00000235241	0	0	0	0	0	0	0	0	0
ENSG00000235242	0	0	0	0	0	0	0	0	0
ENSG00000235243	0	0	0	0	0	0	0	0	0
ENSG00000235244	0	0	0	5	53.08	0	0	0	0
ENSG00000235245	0	0	0	0	0	0	0	0	0
ENSG00000235246	0	0	1	0	0	0	0	0	0
ENSG00000235248	0	0	0	0	0	0	0	0	0
ENSG00000235251	0	0	0	0	0	0	0	0	0
ENSG00000235253	0	0	0	72	0	0	0	0	0
ENSG00000235254	0	0	0	0	0	0	0	0	0
ENSG00000235256	0	0	0	0	0	0	0	0	0
ENSG00000235257	3.29	0	26.02	31.39	0	0	0	0.58	0
ENSG00000235258	0	0	0	0	0	0	0	0	0
ENSG00000235262	1	0	11	18.33	104.58	165.38	2	0.04	0
ENSG00000235263	0	0	0	0	0	0	0	0	0
ENSG00000235264	3	0	0	0	0	0	0	0	0
ENSG00000235266	0	0	0	0	0	0	0	0	0
ENSG00000235267	0	0	0	0	0	0	0	0	0
ENSG00000235268	0	0	0	0	0	0	0	0	0
ENSG00000235269	0	0	0	0	0	0	0	0	0
ENSG00000235271	0	0	0	0	0	0	0	0	0
ENSG00000235272	1.92	0	0	10.44	0	0	34.81	0	0
ENSG00000235274	0	0	0	0	0	0	0	0	0
ENSG00000235275	0	0	0	0	0	0	0	0	0
ENSG00000235277	0	0	0	0	0	0	0	0	7
ENSG00000235278	0	0	0	0	0	0	0	0	0
ENSG00000235279	0	0	0	0	0	0	0	0	0
ENSG00000235280	0	0	0	0	0	0	5	0	0
ENSG00000235281	0	0	0	0	0	0	0	0	0
ENSG00000235282	0	0	0	0	0	0	0	0	0
ENSG00000235284	0	0	0	0	0	0	0	0	0
ENSG00000235285	0	0	0	0	0	0	0	0	0
ENSG00000235286	0	0	0	0	0	0	0	0	0
ENSG00000235288	92.54	19.69	25.92	47.12	0	0	0	0	0
ENSG00000235289	0	0	0	0	0	0	0	0	0
ENSG00000235290	0	0	0	0	0	0	0	0	0
ENSG00000235292	0	0	0	0	0	0	0	0	0
ENSG00000235293	0	0	0	0	0	0	0	0	0
ENSG00000235294	0	0	0	0	0	0	0	0	0
ENSG00000235295	0	0	0	0	0	4.95	0	0	0
ENSG00000235296	0	0	0	0	0	0	0	0	0
ENSG00000235297	0	0	0	0	0	0	0	0	0
ENSG00000235298	5.14	0	28.43	14	83.42	0	0	0	0
ENSG00000235299	0	0	0	0	0	0	4	0	0
ENSG00000235300	0	0	0	0	0	0	0	0	0
ENSG00000235301	0	0	0	0	0	0	0	0	0
ENSG00000235303	1	0	0	0	0	0	0	0	0
ENSG00000235304	0	0	0	0	0	0	0	0	0
ENSG00000235306	0	0	0	0	0	0	0	0	0
ENSG00000235308	0	0	0	0	0	0	0	0	0
ENSG00000235310	0	0	0	0	0	0	0	0	0
ENSG00000235312	0	0	0	0	0	0	0	0	0
ENSG00000235313	0	0	0	0	0	0	0	0	0
ENSG00000235314	5.07	0	147.77	13.28	8.49	0	0	2.16	0
ENSG00000235315	0	0	0	0	0	0	0	0	0
ENSG00000235316	9	0	0	10	0	0	0	0	0
ENSG00000235318	0	0	0	0	0	0	0	0	0
ENSG00000235319	0	0	0	0	0	0	0	0	0
ENSG00000235321	0	0	0	0	0	0	0	0	0
ENSG00000235323	0	0	0	0	0	0	0	0	0
ENSG00000235325	0	0	0	0	0	0	0	0	0
ENSG00000235328	0	0	74	0	0	0	0	0	0
ENSG00000235329	0	0	0	0	0	0	0	0	0
ENSG00000235330	0	0	0	0	0	0	0	0	0
ENSG00000235332	0	0	0	0	0	0	0	0	0
ENSG00000235333	0	0	60.05	0	0	0	0	0	0
ENSG00000235334	0	0	0	0	0	0	0	0	0
ENSG00000235335	0	0	0	0	0	0	0	0	0
ENSG00000235337	0	0	0	0	0	0	0	0	0
ENSG00000235338	0	0	0	0	0	0	0	0	0
ENSG00000235339	0	0	0	0	0	0	0	0	0
ENSG00000235343	0	0	0	0	0	0	0	0	0
ENSG00000235347	0	0	0	0	0	0	0	0	0
ENSG00000235349	0	0	0	0	0	0	0	0	0
ENSG00000235350	0	0	0	0	0	0	0	0	0
ENSG00000235351	0	0	0	0	0	0	0	0	0
ENSG00000235352	0	0	0	0	0	0	0	0	0
ENSG00000235354	0	0	0	0	0	0	0	0	0
ENSG00000235356	0	0	0	0	0	0	0	0	0
ENSG00000235357	0	0	0	0	0	0	0	0	0
ENSG00000235358	0	0	0	0	0	0	0	0	0
ENSG00000235361	0	0	0	0	0	0	0	0	0
ENSG00000235363	0	0	0	0	0	0	0	0	0
ENSG00000235366	0	0	0	0	0	0	0	0	0
ENSG00000235368	0	0	0	0	0	0	0	0	0
ENSG00000235369	0	0	0	0	0	0	0	0	0
ENSG00000235370	0	0	0	5.13	0	0	0	0	0
ENSG00000235371	0	0	0	0	0	0	0	0	0
ENSG00000235374	0	0	0	7	0	0	0	0	0
ENSG00000235376	0	0	0	0	0	0	0	0	0
ENSG00000235377	0	0	0	0	0	0	0	0	0
ENSG00000235378	0	0	0	0	0	0	0	0	0
ENSG00000235379	0	0	0	0	0	0	0	0	0
ENSG00000235381	7	0	0	1	0	0	0	3	0
ENSG00000235382	0	0	0	0	0	0	0	0	0
ENSG00000235385	51	0	0	0	0	0	0	0	0
ENSG00000235386	0	0	0	0	0	0	0	0	0
ENSG00000235387	0	0	1	7	0	0.9	0	1026	0
ENSG00000235389	0	0	0	0	0	0	0	0	0
ENSG00000235390	0	0	0	0	0	0	0	0	0
ENSG00000235397	0	0	0	0	0	0	0	0	0
ENSG00000235399	0	0	0	0	0	0	0	0	0
ENSG00000235400	0	0	0	0	0	0	0	0	0
ENSG00000235403	0	0	0	0	0	0	0	0	0
ENSG00000235407	0	0	0	0	0	0	0	0	0
ENSG00000235408	0	0	0	1	0	0	0	0	0
ENSG00000235410	0	0	0	0	0	0	0	0	0
ENSG00000235411	0	0	0	0	0	0	0	0	0
ENSG00000235412	0	0	0	0	0	0	0	0	0
ENSG00000235413	0	0	0	0	0	0	0	0	0
ENSG00000235414	0	0	0	0	0	0	0	0	0
ENSG00000235415	0	0	0	0	0	0	0	0	0
ENSG00000235416	0	0	0	0	0	0	0	0	0
ENSG00000235419	0	0	0	0	0	0	0	0	0
ENSG00000235420	0	0	0	0	0	0	0	0	0
ENSG00000235421	0	0	0	0	0	0	0	0	0
ENSG00000235422	0	0	0	0	0	0	0	0	0
ENSG00000235423	9.53	0.35	0	5.77	2	0	0	0	0
ENSG00000235424	0	0	0	0	0	0	0	0	0
ENSG00000235425	0	0	0	0	0	0	0	0	0
ENSG00000235426	0	0	4	0	0	0	1	0	0
ENSG00000235427	0	0	0	0	0	0	0	0	0
ENSG00000235429	0	0	0	0	0	0	0	0	0
ENSG00000235430	0	0	0	0	0	0	0	0	0
ENSG00000235431	0	0	0	0	0	0	0	0	0
ENSG00000235432	0	0	0	0	0	0	0	0	0
ENSG00000235433	0	0	0	0	0	0	0	0	0
ENSG00000235434	0	0	0	0	0	0	0	0	0
ENSG00000235435	0	0	0	0	0	0	0	0	0
ENSG00000235436	0	0	0	0	0	0	0	0	0
ENSG00000235437	57	537	95	224	0	0	27	1	89
ENSG00000235438	0	0	0	0	0	0	0	0	0
ENSG00000235440	0	0	0	0	0	0	0	0	0
ENSG00000235444	0	0	0	0	0	0	0	0	0
ENSG00000235445	0	0	0	0	0	0	0	0	0
ENSG00000235446	0	0	0	0	0	0	0	0	0
ENSG00000235447	0	0	0	0	0	0	0	0	0
ENSG00000235448	0	0	0	0	0	0	0	0	0
ENSG00000235449	0	0	0	0	0	0	0	0	0
ENSG00000235450	0	0	0	0	0	0	0	0	0
ENSG00000235451	0	0	0	0	0	0	0	0	0
ENSG00000235453	0	0	0	14	0	0	0	0	0
ENSG00000235454	0	0	0	0	0	0	0	0	0
ENSG00000235455	0	0	0	0	0	0	0	0	0
ENSG00000235459	0	0	0	0	0	0	0	0	0
ENSG00000235461	0	0	0	0	0	0	0	0	0
ENSG00000235462	0	0	0	0	0	0	0	0	0
ENSG00000235463	0	0	0	0	0	0	0	0	0
ENSG00000235464	0	0	0	0	0	0	0	0	0
ENSG00000235467	0	0	0	0	0	0	0	0	0
ENSG00000235469	0	0	0	0	0	0	0	0	0
ENSG00000235470	0	0	0	0	0	0	0	0	0
ENSG00000235472	0	0	0	0	0	0	0	0	0
ENSG00000235475	0	0	0	0	0	0	0	0	0
ENSG00000235478	0	0	0	0	0	0	0	0	0
ENSG00000235479	0	0	0	0	0	0	0	0	0
ENSG00000235480	0	0	0	1	0	0	0	0	0
ENSG00000235481	0	0	0	0	0	0	0	0	0
ENSG00000235482	0	0	0	3.05	0	0	0	0	0
ENSG00000235483	0	0	0	0	0	0	0	0	0
ENSG00000235485	0	0	0	0	0	0	0	0	0
ENSG00000235486	0	0	0	0	0	0	0	0	0
ENSG00000235488	3	0	0	0	0	0	0	0	0
ENSG00000235489	0	0	0	0	0	0	0	0	0
ENSG00000235491	0	0	0	0	0	0	0	0	0
ENSG00000235492	0	0	0	0	0	0	0	0	0
ENSG00000235493	1.83	1.66	1.11	1.82	0	1.51	19.06	2.25	30.89
ENSG00000235494	0	0	0	0	0	0	0	0	0
ENSG00000235495	0	0	0	0	0	0	0	0	0
ENSG00000235497	0	0	0	0	0	0	0	0	0
ENSG00000235499	0	0	0	0	0	0	0	0	0
ENSG00000235500	0	0	0	0	0	0	0	0	0
ENSG00000235501	0	0	0	4	0	0	0	0	0
ENSG00000235503	0	0	0	0	0	0	0	0	0
ENSG00000235505	0	0	0	29	0	0	0	0	0
ENSG00000235508	0	0	0	0	0	0	0	0	0
ENSG00000235510	0	0	0	0	0	0	0	0	0
ENSG00000235511	0	0	0	0	0	0	0	0	0
ENSG00000235512	0	1	0	0	0	0	0	0	0
ENSG00000235513	0	0	22.46	1	0	1	0	1861.16	0
ENSG00000235514	0	0	0	1	0	0	0	0	0
ENSG00000235518	0	0	0	0	0	0	0	0	0
ENSG00000235519	0	0	0	0	0	0	0	0	0
ENSG00000235521	0	0	0	0	0	0	0	0	0
ENSG00000235522	0	0	3	1.63	0	0	0	0	0
ENSG00000235523	0	0	0	0	0	0	0	0	0
ENSG00000235524	0	0	0	0	0	0	0	0	0
ENSG00000235525	0	0	0	0	0	0	0	0	0
ENSG00000235526	0	0	0	0	0	0	0	0	0
ENSG00000235527	2	0	2.06	0.72	0	0	1.98	0	0.83
ENSG00000235529	0	0	0	0	0	0	0	0	0
ENSG00000235530	0	0	0	0	0	0	0	0	0
ENSG00000235531	0	13	0	27.23	3	0	0	0	0
ENSG00000235532	0	0	0	0	0	0	0	0	213
ENSG00000235533	0	0	0	0	0	0	0	0	0
ENSG00000235534	0	0	0	0	0	0	0	0	0
ENSG00000235535	0	0	0	4.02	0	0	0	0	0
ENSG00000235537	0	0	0	0	0	0	0	0	0
ENSG00000235538	0	0	0	0	0	0	0	0	0
ENSG00000235539	0	0	0	0	0	0	0	0	0
ENSG00000235544	0	0	0	0	0	0	0	0	0
ENSG00000235545	0	0	0	1	0	0	0	0	0
ENSG00000235546	0	0	0	0	0	0	0	0	0
ENSG00000235547	0	0	0	0	0	0	0	0	0
ENSG00000235548	0	0	0	0	0	0	0	0	0
ENSG00000235549	0	0	0	0	0	0	0	0	0
ENSG00000235550	0	0	0	0	0	0	0	0	0
ENSG00000235552	0	4.48	21.62	0	1.32	0	0	0	0
ENSG00000235554	0	0	0	0	0	0	0	0	2.33
ENSG00000235555	0	0	0	0	0	0	0	0	0
ENSG00000235558	0	0	0	0	0	0	0	0	0
ENSG00000235559	0	0	0	0	0	0	0	0	0
ENSG00000235560	0	0	0	0	0	0	0	0	0
ENSG00000235563	0	0	0	0	0	0	0	0	0
ENSG00000235564	0	0	0	0	0	0	0	0	0
ENSG00000235568	1307	0	169	0	0	1	0	0	0
ENSG00000235570	0	0	0	0	0	0	0	0	0
ENSG00000235571	0	0	0	0	0	0	0	0	0
ENSG00000235572	0	0	0	0	0	0	0	0	0
ENSG00000235573	0	0	0	0	0	0	0	0	0
ENSG00000235574	0	0	0	0	0	0	0	0	0
ENSG00000235575	0	0	0	0	0	0	0	0	0
ENSG00000235576	0	0	0	0	0	0	0	0	0
ENSG00000235578	2	0	0	0	0	0	0	0	0
ENSG00000235579	2	0	0	0	0	0	0	0	0
ENSG00000235581	0	0	0	0	0	0	0	0	0
ENSG00000235582	0	0	1.96	0	0	0	0	0	0
ENSG00000235583	0	0	0	0	0	0	0	0	0
ENSG00000235584	0	0	0	0	0	0	0	0	0
ENSG00000235586	0	0	0	0	0	0	0	0	0
ENSG00000235587	0	0	0	0	0	0	0	0	0
ENSG00000235590	0	0	0	27	0	0	0	0	0
ENSG00000235592	0	0	0	0	0	0	0	0	0
ENSG00000235593	0	0	0	0	0	0	0	0	0
ENSG00000235594	0	0	0	0	0	0	0	0	0
ENSG00000235595	0	0	0	0	0	0	0	0	0
ENSG00000235597	0	0	7.42	1.98	2	0	0	0	0
ENSG00000235598	0	0	0	0	0	0	0	0	0
ENSG00000235601	0	0	0	0	0	0	0	0	0
ENSG00000235602	0	0	0	0	0	0	0	0	0
ENSG00000235605	0	0	0	0	0	0	0	0	0
ENSG00000235606	0	0	0	0	0	0	0	0	0
ENSG00000235608	0	0	0	0	0	0	0	0	0
ENSG00000235609	4.3	0	0	0	0	0	0	0	0
ENSG00000235610	0	0	0	0	0	0	0	0	0
ENSG00000235612	0	0	0	0	0	0	0	0	0
ENSG00000235613	0	1	0	0	0	0	0	0	0
ENSG00000235615	0	0	0	0	0	0	0	0	0
ENSG00000235616	0	0	0	0	0	0	0	0	1
ENSG00000235617	0	0	0	0	0	0	0	0	0
ENSG00000235618	0	0	0	0	0	0	0	0.92	0
ENSG00000235619	0	0	0	0	0	0	0	0	0
ENSG00000235620	0	0	0	0	0	0	0	0	0
ENSG00000235621	0	0	50	1	0	0	0	0	0
ENSG00000235623	0	0	0	0	0	0	0	0	0
ENSG00000235625	0	0	0	0	0	0	0	0	0
ENSG00000235626	0	0	0	0	0	0	0	0	0
ENSG00000235627	0	0	0	0	0	0	0	0	0
ENSG00000235628	0	0	0	0	0	0	0	0	0
ENSG00000235629	0	0	0	0	0	0	0	0	0
ENSG00000235631	0	0	0	0	0	0	0	0	0
ENSG00000235635	0	0	0	0	0	0	0	0	0
ENSG00000235636	0	0	47.81	98.17	0	0	3.98	1	0
ENSG00000235637	0	0	0	0	0	0	0	0	0
ENSG00000235638	0	0	0	0	0	0	0	0	0
ENSG00000235639	0	0	0	0	0	0	0	0	0
ENSG00000235640	0	0	0	0	0	0	0	0	0
ENSG00000235641	0	0	9	0	0	0	0	0	0
ENSG00000235642	0	0	0	0	0	0	0	0	0
ENSG00000235643	4.99	0	1	3.23	4.01	0	0	0	0
ENSG00000235644	0	0	0	1	0	0	0	0	0
ENSG00000235645	0	0	0	0	0	0	0	0	0
ENSG00000235646	0	0	0	0	0	0	0	0	0
ENSG00000235647	0	0	0	0	0	0	0	0	0
ENSG00000235649	0	2	0	0	0	0	0	0	0
ENSG00000235651	0	0	0	13	0	0	0	0	0
ENSG00000235652	5.73	63.3	8.94	41.06	9	0	6.67	36.04	50.23
ENSG00000235653	0	0	0	0	0	0	0	0	0
ENSG00000235655	2097.67	1628.8	86.65	308.23	0	3.32	170.73	0	723.58
ENSG00000235656	0	0	0	0	0	0	0	0	0
ENSG00000235659	0	0	0	2	0	0	0	0	0
ENSG00000235660	0	0	0	0	0	0	0	0	0
ENSG00000235661	0	0	0	0	0	0	0	0	0
ENSG00000235663	0	0	0	0	0	0	0	0	0
ENSG00000235665	0	0	0	0	0	0	0	0	0
ENSG00000235669	157	0	0	0	0	0	0	0	0
ENSG00000235670	0	0	0	0	0	0	0	0	0
ENSG00000235672	0	0	0	0	0	0	0	0	0
ENSG00000235673	0	0	0	0	0	0	0	0	0
ENSG00000235674	0	0	0	0	0	0	0	0	0
ENSG00000235677	0	0.63	12	1	0	0	0	0	0
ENSG00000235678	0	0	0	0	0	0	0	0	0
ENSG00000235679	0	0	0	0	0	0	0	0	0
ENSG00000235681	0	0	0	0	0	0	0	0	0
ENSG00000235683	0	0	0	0	0	0	0	0	0
ENSG00000235685	0	0	0	0	0	0	0	0	0
ENSG00000235686	0	0	0	0	0	0	0	0	0
ENSG00000235687	0	0	0	0	0	0	0	0	0
ENSG00000235688	0	0	0	0	0	0	0	0	0
ENSG00000235689	0	0	0	0	0	0	0	0	0
ENSG00000235690	0	0	0	0	0	0	0	0	0
ENSG00000235691	0	0	0	0	0	0	0	0	0
ENSG00000235695	0	0	0	0	0	0	0	0	0
ENSG00000235698	0	0	0	0	0	0	0	0	0
ENSG00000235699	0	0	0	0	0	0	0	0	0
ENSG00000235700	0	0	0	0	0	0	0	0	0
ENSG00000235701	0	0	0	0	0	0	0	0	0
ENSG00000235703	75	1	6	105	0	0	0	4	0
ENSG00000235705	0	0	0	0	0	0	0	0	0
ENSG00000235706	0.28	0	10.53	34.06	1	0	9.22	14.53	24.05
ENSG00000235707	0	0	0	0	0	0	0	0	0
ENSG00000235710	0	0	0	0	0	0	0	0	0
ENSG00000235711	0	0	0	0	0	0	0	0	0
ENSG00000235713	0	0	0	0	0	0	0	0	0
ENSG00000235716	0	0	0	0	0	0	0	0	0
ENSG00000235717	0	0	0	0	0	0	0	0	0
ENSG00000235718	0	0	0	5.85	0	0	0	0	0
ENSG00000235719	0	0	0	0	0	0	0	0	0
ENSG00000235720	22.79	0	0	0	0	0	0	0	0
ENSG00000235721	0	0	5	0	0	0	7.41	0	0
ENSG00000235724	0	0	6	0	0	0	0	0	0
ENSG00000235725	0	0	15.27	5.67	2.25	0	6.22	0	0
ENSG00000235726	0	0	0	18.88	1.09	0	0	0	1.21
ENSG00000235728	0	0	0	0	0	0	0	0	0
ENSG00000235729	0	0	0	0	0	0	0	0	0
ENSG00000235730	0	0	0	0	0	0	0	0	0
ENSG00000235731	0	0	0	0	0	0	0	0	0
ENSG00000235733	0	0	0	0	0	0	0	0	0
ENSG00000235734	0	0	0	0	0	0	0	0	0
ENSG00000235735	0	0	0	0	0	0	0	0	0
ENSG00000235736	0	0	0	0	0	0	0	0	0
ENSG00000235737	0	0	0	0	0	0	0	0	0
ENSG00000235738	0	0	0	0	0	0	0	0	0
ENSG00000235740	0	0	0	0	116	0	0	0	0
ENSG00000235741	0	0	0	0	0	0	0	0	0
ENSG00000235742	0	0	0	0	0	0	0	0	0
ENSG00000235743	0	0	0	0	0	0	0	0	0
ENSG00000235746	0	0	0	0	0	0	0	0	0
ENSG00000235748	0	0	0	0	0	0	0	0	0
ENSG00000235749	1.35	0	0	0.97	0	0	0	0	0
ENSG00000235750	297	0	251	49	887	0	69	41	1
ENSG00000235756	0	0	0	0	0	0	0	0	0
ENSG00000235759	0	0	0	0	0	0	0	0	0
ENSG00000235760	0	0	0	0	0	0	0	0	0
ENSG00000235761	0	0	0	0	0	0	0	0	0
ENSG00000235763	0	0	0	0	0	0	0	0	0
ENSG00000235768	1	0	0	0	0	0	0	0	0
ENSG00000235770	0	0	2.26	2	0	0	1.95	0	0
ENSG00000235772	0	0	0	0	0	0	0	0	0
ENSG00000235774	0	0	0	0	0	0	0	0	0
ENSG00000235775	0	0	0	0	0	0	0	0	0
ENSG00000235776	0	0	0	0	0	0	0	0	0
ENSG00000235777	0	0	0	0	0	0	0	0	0
ENSG00000235778	0	0	0	0	0	0	0	0	0
ENSG00000235779	0	0	0	0	0	0	0	0	0
ENSG00000235780	0	0	0	0	0	0	0	0	0
ENSG00000235781	1	0	2	2	0	0	0	0	0
ENSG00000235782	0	0	0	0	0	0	0	0	0
ENSG00000235784	0	0	0	0	0	0	0	0	0
ENSG00000235785	0	0	0	0	0	0	0	0	0
ENSG00000235786	0	0	3	0	0	0	0	0	0
ENSG00000235787	0	0	0	0	0	0	0	0	0
ENSG00000235790	0	0	0	51	0	0	0	0	0
ENSG00000235794	0	0	0	0	0	0	0	0	0
ENSG00000235795	2	0	0	0	0	0	0	0	0
ENSG00000235797	0	0	0	0	0	0	0	0	0
ENSG00000235802	0	0	0	0	0	0	0	0	0
ENSG00000235803	0	0	0	0	0	0	0	0	0
ENSG00000235804	0	0	0	0	0	0	0	0	0
ENSG00000235805	0	0	0	0	0	0	0	0	0
ENSG00000235806	0	0	0	0	0	0	0	0	0
ENSG00000235808	0	1	0	0	0	0	0	0	0
ENSG00000235810	0	0	0	0	0	0	0	0	0
ENSG00000235811	0	0	0	0	0	0	0	0	0
ENSG00000235812	0	0	0	0	0	0	0	0	0
ENSG00000235813	1.4	0	0	0	2.01	0	0	0	0
ENSG00000235815	0	0	0	0	0	0	0	0	0
ENSG00000235816	0	0	0	0	0	0	0	0	0
ENSG00000235817	0	0	0	0	0	0	0	0	0
ENSG00000235818	0	0	0	0	0	0	0	0	0
ENSG00000235819	0	0	0	0	0	0	0	0	0
ENSG00000235820	0	0	0	0	0	0	0	0	0
ENSG00000235821	0	0	0	3	0	0	0	0	0
ENSG00000235822	0	0	0	0	0	0	0	0	0
ENSG00000235823	247	0	48.57	22.14	85.11	1	174.12	20	1
ENSG00000235824	0	0	0	0	0	0	0	0	0
ENSG00000235825	0	0	0	0	0	0	0	0	0
ENSG00000235827	0	0	0	0	0	0	0	0	0
ENSG00000235828	0	0	0	0	0	0	0	0	0
ENSG00000235829	0	0	0	0	0	0	0	0	0
ENSG00000235830	0	0	0	0	0	0	0	0	0
ENSG00000235831	0	0	0	3.99	127	0	0	0	0
ENSG00000235832	0	0	0	0	0	0	0	0	0
ENSG00000235833	0	0	5	0	0	0	0	0	0
ENSG00000235834	6	0	0	4	0	0	0	0	0
ENSG00000235836	0	0	0	0	0	0	0	0	0
ENSG00000235837	0	0	0	0	0	0	0	0	0
ENSG00000235838	0	0	0	0	0	0	0	0	0
ENSG00000235840	0	0	0	0	0	0	0	0	0
ENSG00000235843	0	0	0	0	0	0	0	0	0
ENSG00000235845	0	0	0	0	0	0	0	0	0
ENSG00000235847	0	0	0	0	0	0	0	0	0
ENSG00000235848	0	0	0	0	0	0	0	0	0
ENSG00000235849	0	0	0	0	0	0	0	0	0
ENSG00000235852	0	0	0	0	0	0	0	0	0
ENSG00000235855	0	0	0	0	0	0	0	0	0
ENSG00000235857	0	0	0	0	0	0	0	0	0
ENSG00000235858	0	0	0	0	0	0	0	0	0
ENSG00000235859	11	0	0	0	0	0	0	0	10
ENSG00000235861	0	0	0	0	0	0	0	0	0
ENSG00000235862	0	0	0	0	0	0	0	0	0
ENSG00000235863	1	0	18	10	0	0	5	0	2
ENSG00000235864	0	0	0	0	0	0	0	0	0
ENSG00000235865	0.99	0	38.29	44.91	5.82	0	0	0	0
ENSG00000235868	0	0	0	0	0	0	0	0	0
ENSG00000235869	0	0	0	0	0	0	0	0	0
ENSG00000235871	0	0	0	0	0	0	0	0	0
ENSG00000235872	0	0	0	0	0	0	0	0	0
ENSG00000235875	0	0	0	0	0	0	0	0	0
ENSG00000235876	0	0	0	0	0	0	0	0	0
ENSG00000235879	0	0	0	0	0	0	0	0	0
ENSG00000235880	0	0	0	0	0	0	0	0	0
ENSG00000235881	0	0	0	0	0	0	0	0	0
ENSG00000235884	0	0	0.78	3.04	2.12	0	0	0	14.58
ENSG00000235885	0	0	0	0	0	0	0	0	0
ENSG00000235886	0	0	0	0	0	0	0	0	0
ENSG00000235887	0	0	0	0	0	0	0	0	0
ENSG00000235888	13	0	12	0	0	0	0	0	0
ENSG00000235890	0	0	0	4	0	0	0	0	0
ENSG00000235892	4	0	0	0	0	0	0	0	0
ENSG00000235893	0	0	6	0	0	0	0	0	0
ENSG00000235895	0	0	0	0	0	0	0	0	0
ENSG00000235897	1.79	0	8	0	2	0	0	0	0
ENSG00000235899	0	0	0	0	0	0	0	0	0
ENSG00000235901	0	0	0	0	0	0	0	0	0
ENSG00000235902	0	0	0	0	0	0	0	0	0
ENSG00000235903	1	108	9.52	9.2	0	6.43	2.2	1	1.41
ENSG00000235904	0	0	0	0	0	0	0	0	0
ENSG00000235907	0	0	0	0	0	0	0	0	0
ENSG00000235908	0	0	0	0	0	0	0	0	0
ENSG00000235910	0	0	0	0	0	0	0	0	0
ENSG00000235911	0	0	0	0	0	0	0	0	0
ENSG00000235912	0	0	0	0	0	0	0	0	0
ENSG00000235914	0	0	0	0	0	0	0	0	0
ENSG00000235916	0	0	0	0	0	0	0	0	0
ENSG00000235917	4	0	0	0	0	0	0	0	0
ENSG00000235919	8	0	0	0	0	0	0	0	0
ENSG00000235920	0	0	0	0	0	0	0	0	0
ENSG00000235922	0	0	0	0	0	0	0	0	0
ENSG00000235924	0	0	0	0	0	0	0	0	0
ENSG00000235926	0	0	0	0	0	0	0	0	0
ENSG00000235927	2	0	5.65	51.58	1.43	3	0	0.95	30.87
ENSG00000235929	0	0	0	0	0	0	0	0	0
ENSG00000235930	0	0	0	0	0	0	0	0	0
ENSG00000235931	0	0	1	1.19	0	0	0	0	2.04
ENSG00000235932	0	0	0	0	0	0	0	0	0
ENSG00000235933	0	0	0	0	0	0	0	0	0
ENSG00000235934	0	0	0	0	0	0	0	0	0
ENSG00000235937	0	0	0	0	0	0	0	0	0
ENSG00000235939	0	0	0	0	0	0	0	0	0
ENSG00000235940	0	0	0	0	0	0	0	0	0
ENSG00000235942	0	0	0	0	0	0	0	0	0
ENSG00000235943	0	0	0	0	0	0	0	0	0
ENSG00000235944	17	0	0	0	0	0	0	0	0
ENSG00000235945	4	0	0	0	0	0	0	0	0
ENSG00000235946	0	0	0	0	0	0	0	0	0
ENSG00000235947	0	0	0	4	0	0	0	0	0
ENSG00000235949	0	0	0	0	0	0	0	0	0
ENSG00000235951	0	0	0	0	0	0	0	0	0
ENSG00000235954	10	0	1	77	1	9	32	0	0
ENSG00000235955	0	0	0	0	0	0	0	0	0
ENSG00000235957	0	0	0	2	0	0	0	0	0
ENSG00000235958	0	0	5	0	0	0	0	0	0
ENSG00000235959	0	0	0	0	0	0	0	0	0
ENSG00000235961	0	0	0	0	0	0	0	0	0
ENSG00000235962	0	0	0	0	0	0	0	0	0
ENSG00000235963	0	0	0	0	0	0	0	0	0
ENSG00000235964	0	0	0	0	0	0	0	0	0
ENSG00000235965	0	0	0	0	0	0	0	0	0
ENSG00000235967	0	0	60	205	0	0	0	0	0
ENSG00000235968	0	0	0	0	0	0	0	0	0
ENSG00000235969	0	0	0	0	0	0	0	0	0
ENSG00000235972	0	0	0	0	0	0	0	0	0
ENSG00000235974	0	0	0	0	0	0	0	0	0
ENSG00000235975	0	0	0	0	0	0	0	0	0
ENSG00000235976	0	0	0	0	0	0	0	0	0
ENSG00000235978	0	0	0	0	0	0	0	0	0
ENSG00000235979	0	0	0	0	0	0	0	0	0
ENSG00000235981	0	0	0	0	0	0	0	0	0
ENSG00000235984	0	0	0	0	0	0	0	0	0
ENSG00000235988	0	0	0	0	0	0	0	0	0
ENSG00000235989	0	0	0	0	0	0	0	0	0
ENSG00000235990	0	0	0	0	0	0	0	0	0
ENSG00000235991	0	0	0	0	0	0	0	0	0
ENSG00000235992	0	0	0	0	0	0	0	0	0
ENSG00000235993	0	0	0	0	0	0	0	0	0
ENSG00000235994	0	0	0	0	0	0	0	0	0
ENSG00000235995	0	0	0	0	0	0	0	0	0
ENSG00000235996	0	0	0	0	0	0	0	0	0
ENSG00000235997	0	0	0	0	0	0	0	0	0
ENSG00000235998	0	0	0	0	0	0	0	0	0
